Position,Track Name,Artist,Streams,URL,date
94,Too Many Years,Kodak Black,1894920,https://open.spotify.com/track/0BU7nIcCZxYSE0hYcc5oZz,2/19/17
95,Water,Ugly God,1875054,https://open.spotify.com/track/6HEIBHUirx1J0JkUD24szt,2/19/17
96,The Other,Lauv,1864908,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,2/19/17
97,Cake - Challenge Version,Flo Rida,1846706,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,2/19/17
98,Now and Later,Sage The Gemini,1844555,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,2/19/17
99,No Role Modelz,J. Cole,1827679,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,2/19/17
100,Controlla,Drake,1820195,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,2/19/17
101,Wyclef Jean,Young Thug,1773568,https://open.spotify.com/track/55OdqrG8WLmsYyY1jijD9b,2/19/17
102,Too Good,Drake,1767740,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,2/19/17
103,Get Right Witcha,Migos,1763246,https://open.spotify.com/track/76Y0gxtTxN0FyDCYh5qYQj,2/19/17
104,Erase Your Social,Lil Uzi Vert,1754337,https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN,2/19/17
105,Rolex,Ayo & Teo,1748304,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt,2/19/17
106,Needed Me,Rihanna,1734240,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,2/19/17
107,Oceans Away,A R I Z O N A,1708031,https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I,2/19/17
108,Used to This (feat. Drake),Future,1694518,https://open.spotify.com/track/78sr3ogs4UzITcCNbXM9cM,2/19/17
109,Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,1693542,https://open.spotify.com/track/3eze1OsZ1rqeXkKStNfTmi,2/19/17
110,Outlet,Desiigner,1691507,https://open.spotify.com/track/6E39QsoWB7JjphPF9xCQSN,2/19/17
111,Mercy,Shawn Mendes,1691432,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2/19/17
112,Come and See Me (feat. Drake),PARTYNEXTDOOR,1688440,https://open.spotify.com/track/1wZqJM5FGDEl3FjHDxDyQd,2/19/17
113,Don't Let Me Down (feat. Daya),The Chainsmokers,1670070,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2/19/17
114,Gassed Up,Nebu Kiniza,1668949,https://open.spotify.com/track/6JjEVlMkfHWMeYavkEYzNO,2/19/17
115,Running Back (feat. Lil Wayne),Wale,1666024,https://open.spotify.com/track/2h3i5tGUl6hMu572umjcGo,2/19/17
116,Panda,Desiigner,1658997,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h,2/19/17
117,Money Longer,Lil Uzi Vert,1632155,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,2/19/17
118,I Would Like,Zara Larsson,1621263,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2/19/17
119,Exchange,Bryson Tiller,1616060,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,2/19/17
120,Ride,Twenty One Pilots,1609759,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2/19/17
121,Six Feet Under,The Weeknd,1601795,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY,2/19/17
122,Not Going Home (feat. Gia Koka),DVBBS,1596472,https://open.spotify.com/track/042x9bsUBWW2fJgJ6fUh61,2/19/17
123,Don't,Bryson Tiller,1595442,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,2/19/17
124,Jump Out The Window,Big Sean,1595085,https://open.spotify.com/track/1jQsKN68yE94tMYml0wHMd,2/19/17
125,No Flockin',Kodak Black,1594069,https://open.spotify.com/track/34oWbFBfGEElvgO0a5c9V4,2/19/17
126,Outta Time,Future,1593798,https://open.spotify.com/track/133V82vMO7TB1WYehNUMwW,2/19/17
127,Scars To Your Beautiful,Alessia Cara,1589067,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK,2/19/17
128,Scrape,Future,1569440,https://open.spotify.com/track/3s2rQnjOKEENte75MloNMq,2/19/17
129,All Night (feat. Knox Fortune),Chance the Rapper,1560999,https://open.spotify.com/track/60xaS8mYBKUW4VQQ666N0T,2/19/17
130,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,1555945,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB,2/19/17
131,Thumbs,Sabrina Carpenter,1554397,https://open.spotify.com/track/3UjJP4ludb74a29P5EHEIo,2/19/17
132,Sacrifices,Big Sean,1541508,https://open.spotify.com/track/1r0faljjM2b876iNoaDUh5,2/19/17
133,Party (feat. Usher & Gucci Mane),Chris Brown,1537993,https://open.spotify.com/track/05Z7jet4VDNVgNQWcYHnrk,2/19/17
134,Go Flex,Post Malone,1537864,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,2/19/17
135,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1531342,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2/19/17
136,All We Got (feat. Kanye West & Chicago Children's Choir),Chance the Rapper,1513765,https://open.spotify.com/track/3ZLyt2ndLFBh148XRYjYYZ,2/19/17
137,beibs in the trap,Travis Scott,1512201,https://open.spotify.com/track/0ESJlaM8CE1jRWaNtwSNj8,2/19/17
138,Neighbors,J. Cole,1507708,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy,2/19/17
139,Stressed Out,Twenty One Pilots,1501692,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,2/19/17
140,Million Reasons,Lady Gaga,1496166,https://open.spotify.com/track/50PWlIBU7PlGGwzgN8TiFJ,2/19/17
141,Lighthouse - Andrelli Remix,Hearts & Colors,1495897,https://open.spotify.com/track/04CttTezSnv71USiiG9mIo,2/19/17
142,It's Gotta Be You,Isaiah Firebrace,1487474,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,2/19/17
143,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1487259,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2/19/17
144,Something Just Like This,The Chainsmokers,1485631,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2/19/17
145,Light,San Holo,1482133,https://open.spotify.com/track/7zTx8ePYAmPFQuxP3xlXZn,2/19/17
146,Heavy (feat. Kiiara),Linkin Park,1478705,https://open.spotify.com/track/104buTcnP2AsxqB7U1FIZ4,2/19/17
147,Litty (feat. Tory Lanez),Meek Mill,1477596,https://open.spotify.com/track/5J5PXmMdQ2nh1lZOal8KmK,2/19/17
148,Love Me Now,John Legend,1476060,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89,2/19/17
149,Poppin' Tags,Future,1473232,https://open.spotify.com/track/77zIq99gy96DGkMak3a2wF,2/19/17
150,Losin Control,Russ,1471034,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,2/19/17
151,All We Know,The Chainsmokers,1467610,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2/19/17
152,Deja Vu,Post Malone,1456143,https://open.spotify.com/track/0H8XeaJunhvpBdBFIYi6Sh,2/19/17
153,Shed a Light,Robin Schulz,1447758,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,2/19/17
154,I Miss You,Grey,1436560,https://open.spotify.com/track/1sl5tSzfK1JrcQIcA8rYDy,2/19/17
155,Jumpman,Drake,1435352,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,2/19/17
156,Chantaje (feat. Maluma),Shakira,1407501,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2/19/17
157,OOOUUU,Young M.A,1404598,https://open.spotify.com/track/7JYsArznYOjX2jsrT3UEnL,2/19/17
158,Feds Did a Sweep,Future,1394544,https://open.spotify.com/track/7sMBRW8Y8iL19IchYMAogN,2/19/17
159,Treat You Better,Shawn Mendes,1390771,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd,2/19/17
160,First Day Out,Tee Grizzley,1387647,https://open.spotify.com/track/3muBQDekYAg7jm6hDu6R0Z,2/19/17
161,Sidewalks,The Weeknd,1386181,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko,2/19/17
162,Timeless (feat. DJ SPINKING),A Boogie Wit da Hoodie,1370957,https://open.spotify.com/track/0q5DrtpnnGpOvBy5nnPMbe,2/19/17
163,One Night,Lil Yachty,1367185,https://open.spotify.com/track/40yJGQyEaBbIkXpwMFkXip,2/19/17
164,Lights Down Low,MAX,1356868,https://open.spotify.com/track/1sYSP7gKa5kdKIfhANfori,2/19/17
165,PRBLMS,6LACK,1355958,https://open.spotify.com/track/2wf9bp4MkChojtljddWpbO,2/19/17
166,Good Drank,2 Chainz,1347857,https://open.spotify.com/track/39pS70eeDvyCAF3t8NAlVV,2/19/17
167,Die For You,The Weeknd,1347478,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,2/19/17
168,Death of a Bachelor,Panic! At The Disco,1331552,https://open.spotify.com/track/1BECwm5qkaBwlbfo4kpYx8,2/19/17
169,"i hate u, i love u (feat. olivia o'brien)",gnash,1330234,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe,2/19/17
170,Thinking out Loud,Ed Sheeran,1319793,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2/19/17
171,Call Casting,Migos,1313423,https://open.spotify.com/track/0jOfl1nZf6sVBTG08Q4brn,2/19/17
172,Angels (feat. Saba),Chance the Rapper,1311789,https://open.spotify.com/track/0jx8zY5JQsS4YEQcfkoc5C,2/19/17
173,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,1306859,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb,2/19/17
174,The Hills,The Weeknd,1298992,https://open.spotify.com/track/25khomWgBVamSdKw7hzm3l,2/19/17
175,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,1298096,https://open.spotify.com/track/4nDfc6F2uVcc6wdG7kBzWO,2/19/17
176,Magic,Thomas Gold,1295058,https://open.spotify.com/track/5abwHwUhywLGNli5NDcEN7,2/19/17
177,Work,Rihanna,1294501,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v,2/19/17
178,When I Was Broke,Future,1288737,https://open.spotify.com/track/4IcwdrlHrNF7IxMMMloEBh,2/19/17
179,My Shit,A Boogie Wit da Hoodie,1263009,https://open.spotify.com/track/5uQOauh47VFt3B2kV9kRXw,2/19/17
180,Halfway Off The Balcony,Big Sean,1261777,https://open.spotify.com/track/4atJ40xfasjdM9ZF3p07BV,2/19/17
181,Hear Me Now,Alok,1249377,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON,2/19/17
182,Shining (feat. Beyoncé & Jay-Z),DJ Khaled,1247773,https://open.spotify.com/track/3OoZagIW3YK8vjt0ws6NOI,2/19/17
183,Massage In My Room,Future,1239435,https://open.spotify.com/track/2Yimo750CLgO2mDPPndSK6,2/19/17
184,'Till I Collapse,Eminem,1238463,https://open.spotify.com/track/6yr8GiTHWvFfi4o6Q5ebdT,2/19/17
185,This Town,Niall Horan,1234242,https://open.spotify.com/track/5nA67Y0XX9JipZwYxX7Gl7,2/19/17
186,"Me, Myself & I",G-Eazy,1232479,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,2/19/17
187,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1221974,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl,2/19/17
188,What They Want,Russ,1206713,https://open.spotify.com/track/3pndPhlQWjuSoXhcIIdBjv,2/19/17
189,Flip,Future,1201113,https://open.spotify.com/track/1RLRjT3mBJ7PW83rIvE2bu,2/19/17
190,Photograph,Ed Sheeran,1187488,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2/19/17
191,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1176054,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,2/19/17
192,F*ck Up Some Commas,Future,1170950,https://open.spotify.com/track/49zD0wr2S3d0lZPib0K4e1,2/19/17
193,Into You,Ariana Grande,1169300,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,2/19/17
194,There He Go,Kodak Black,1163666,https://open.spotify.com/track/6canmpFnLHVUzvVWAodifz,2/19/17
195,Owe Me,Big Sean,1161603,https://open.spotify.com/track/1u0MOgWF1bbylVxpJG2ZjB,2/19/17
196,Immortal,J. Cole,1158337,https://open.spotify.com/track/6AGON2BGdPmPMJGiiNuuwl,2/19/17
197,Father Stretch My Hands Pt. 1,Kanye West,1158175,https://open.spotify.com/track/4KW1lqgSr8TKrvBII0Brf8,2/19/17
198,Wet Dreamz,J. Cole,1155004,https://open.spotify.com/track/6Ius4TC0L3cN74HT7ENE6e,2/19/17
199,Dirt On My Boots,Jon Pardi,1147919,https://open.spotify.com/track/7f08qp3HROTkfrtNpiYGGo,2/19/17
200,Never Be Like You,Flume,1141578,https://open.spotify.com/track/12REd1n8PeiHHWOh066tpr,2/19/17
1,Shape of You,Ed Sheeran,10777772,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2/26/17
2,Something Just Like This,The Chainsmokers,8825664,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2/26/17
3,iSpy (feat. Lil Yachty),KYLE,8391524,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2/26/17
4,Bad and Boujee (feat. Lil Uzi Vert),Migos,8026650,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2/26/17
5,It Ain't Me (with Selena Gomez),Kygo,7532158,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2/26/17
6,Bounce Back,Big Sean,6923692,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2/26/17
7,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,6727206,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2/26/17
8,That's What I Like,Bruno Mars,6710236,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2/26/17
9,Slide (feat. Frank Ocean & Migos),Calvin Harris,6335750,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,2/26/17
10,Congratulations,Post Malone,6292317,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2/26/17
11,Tunnel Vision,Kodak Black,6234631,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,2/26/17
12,Paris,The Chainsmokers,6209037,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2/26/17
13,Issues,Julia Michaels,5992382,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,2/26/17
14,Stay (with Alessia Cara),Zedd,5548227,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2/26/17
15,Fake Love,Drake,5501421,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2/26/17
16,T-Shirt,Migos,5319840,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,2/26/17
17,Mask Off,Future,5242701,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,2/26/17
18,I Feel It Coming,The Weeknd,4688841,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2/26/17
19,Body Like A Back Road,Sam Hunt,4519864,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,2/26/17
20,Starboy,The Weeknd,4496558,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2/26/17
21,Chained To The Rhythm,Katy Perry,4385327,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi,2/26/17
22,Comin Out Strong (feat. The Weeknd),Future,4245313,https://open.spotify.com/track/3mRcWCyteY2133a7xVMrYw,2/26/17
23,Swang,Rae Sremmurd,4240576,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,2/26/17
24,Say You Won't Let Go,James Arthur,4195577,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2/26/17
25,Cold,Maroon 5,4088089,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,2/26/17
26,Closer,The Chainsmokers,4084978,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2/26/17
27,Believer,Imagine Dragons,4025930,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,2/26/17
28,Bad Things (with Camila Cabello),Machine Gun Kelly,3996197,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2/26/17
29,Scared to Be Lonely,Martin Garrix,3991647,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2/26/17
30,Selfish (feat. Rihanna),Future,3919408,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA,2/26/17
31,Caroline,Aminé,3870089,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,2/26/17
32,Moves,Big Sean,3580163,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,2/26/17
33,All Time Low,Jon Bellion,3561475,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,2/26/17
34,"How Far I'll Go - From ""Moana""",Alessia Cara,3476193,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN,2/26/17
35,Black Beatles,Rae Sremmurd,3442957,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2/26/17
36,goosebumps,Travis Scott,3423026,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2/26/17
37,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,3217184,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2/26/17
38,Call On Me - Ryan Riback Extended Remix,Starley,3183121,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2/26/17
39,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,3168662,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,2/26/17
40,X (feat. Future),21 Savage,3145425,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,2/26/17
41,No Heart,21 Savage,3141899,https://open.spotify.com/track/4gmmRb6bZJffOOiww1JGTO,2/26/17
42,Weak,AJR,3094612,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,2/26/17
43,Castle on the Hill,Ed Sheeran,3092005,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,2/26/17
44,Party Monster,The Weeknd,3088497,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt,2/26/17
45,Both (feat. Drake),Gucci Mane,3065652,https://open.spotify.com/track/5tFep7dXGd7vEJ668wTPux,2/26/17
46,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,3009239,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ,2/26/17
47,Despacito (Featuring Daddy Yankee),Luis Fonsi,2909496,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2/26/17
48,Love On The Brain,Rihanna,2743521,https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02,2/26/17
49,Redbone,Childish Gambino,2738942,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,2/26/17
50,24K Magic,Bruno Mars,2736109,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,2/26/17
51,Location,Khalid,2715117,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2/26/17
52,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,2641366,https://open.spotify.com/track/1Bqxj0aH5KewYHKUg1IdrF,2/26/17
53,No Favors,Big Sean,2581386,https://open.spotify.com/track/1MksGqIztTT6M9R1ErKVs8,2/26/17
54,One Dance,Drake,2542503,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2/26/17
55,Deja Vu,J. Cole,2473748,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,2/26/17
56,Slippery (feat. Gucci Mane),Migos,2434563,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE,2/26/17
57,Rent Money,Future,2387837,https://open.spotify.com/track/4Zxdw0Hno7YDu0IzvY76Qo,2/26/17
58,Down,Marian Hill,2363001,https://open.spotify.com/track/2dqLk7ezV15LEJEwUmEbXB,2/26/17
59,Don't Leave,Snakehips,2362164,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,2/26/17
60,Draco,Future,2334233,https://open.spotify.com/track/67dyMPOUsbZ9Yg06PnfAAh,2/26/17
61,All Night,The Vamps,2327285,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW,2/26/17
62,Love,Lana Del Rey,2310793,https://open.spotify.com/track/0n2bvWvMwr0gbjcuTm92eW,2/26/17
63,I Got You,Bebe Rexha,2307256,https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i,2/26/17
64,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2292918,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2/26/17
65,Sneakin’,Drake,2223791,https://open.spotify.com/track/4ckuS4Nj4FZ7i3Def3Br8W,2/26/17
66,Kelly Price (feat. Travis Scott),Migos,2209919,https://open.spotify.com/track/204U3zjm9kkzX25Pr4Rdld,2/26/17
67,Just Hold On,Steve Aoki,2208209,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR,2/26/17
68,Selfish,PnB Rock,2181229,https://open.spotify.com/track/2xbI8Vmyv3TkpTdywpPyNw,2/26/17
69,Make Me (Cry),Noah Cyrus,2168872,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP,2/26/17
70,Look at Me!,XXXTENTACION,2149521,https://open.spotify.com/track/2oUuLLKS8WbF7ELJcwbqms,2/26/17
71,Low Life (feat. The Weeknd),Future,2120852,https://open.spotify.com/track/7EiZI6JVHllARrX9PUvAdX,2/26/17
72,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,2115592,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,2/26/17
73,You Was Right,Lil Uzi Vert,2106700,https://open.spotify.com/track/2ANLarE8yHVsLWW21nj79M,2/26/17
74,Sorry,Future,2105910,https://open.spotify.com/track/1gb6riq7CCP5clGpSD0XPH,2/26/17
75,pick up the phone,Young Thug,2095269,https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,2/26/17
76,History,Olivia Holt,2075864,https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF,2/26/17
77,Rolex,Ayo & Teo,2072242,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt,2/26/17
78,Losin Control,Russ,2058065,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,2/26/17
79,My Collection,Future,2033595,https://open.spotify.com/track/4Q9vx0KwTiOMaRjOZkaxst,2/26/17
80,Sunset Lover,Petit Biscuit,2022413,https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1,2/26/17
81,White Iverson,Post Malone,2022082,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,2/26/17
82,Incredible,Future,2021360,https://open.spotify.com/track/3IJPE9ICRq5PxVZxdv1sEv,2/26/17
83,Side To Side,Ariana Grande,2011763,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz,2/26/17
84,Solo Dance,Martin Jensen,1997452,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN,2/26/17
85,Starving,Hailee Steinfeld,1959664,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe,2/26/17
86,Heathens,Twenty One Pilots,1950314,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,2/26/17
87,The Other,Lauv,1947263,https://open.spotify.com/track/1lntL1cI2UIWlxjL5QiN8g,2/26/17
88,Use Me,Future,1941022,https://open.spotify.com/track/6pRoE3RdW4w1Fjd8epVWjZ,2/26/17
89,In the Name of Love,Martin Garrix,1939255,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L,2/26/17
90,Some Way,NAV,1935336,https://open.spotify.com/track/7zxRMhXxJMQCeDDg0rKAVo,2/26/17
91,Don't Wanna Know,Maroon 5,1925128,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2/26/17
92,Lookin Exotic,Future,1884340,https://open.spotify.com/track/5qdaaB2RYHohGB1vglLuAf,2/26/17
93,Water Under the Bridge,Adele,1861958,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y,2/26/17
94,Sooner Or Later,Aaron Carter,1857308,https://open.spotify.com/track/6wV12xIUb8oFY7lBy4KuQe,2/26/17
95,Same Drugs,Chance the Rapper,1856605,https://open.spotify.com/track/6m9qPYXmhge2QhBLfFKnVF,2/26/17
96,Let Me Love You,DJ Snake,1850869,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2/26/17
97,Romantic - NOTD Remix,Stanaj,1840841,https://open.spotify.com/track/3SGWp9fJCzgK0WcpcKSQdy,2/26/17
98,No Role Modelz,J. Cole,1839989,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,2/26/17
99,Water,Ugly God,1830077,https://open.spotify.com/track/6HEIBHUirx1J0JkUD24szt,2/26/17
100,Now and Later,Sage The Gemini,1808979,https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd,2/26/17
101,Cake - Challenge Version,Flo Rida,1808005,https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t,2/26/17
102,Wyclef Jean,Young Thug,1776317,https://open.spotify.com/track/55OdqrG8WLmsYyY1jijD9b,2/26/17
103,Erase Your Social,Lil Uzi Vert,1768910,https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN,2/26/17
104,Oceans Away,A R I Z O N A,1736228,https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I,2/26/17
105,Reminder,The Weeknd,1729015,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI,2/26/17
106,Get Right Witcha,Migos,1717570,https://open.spotify.com/track/76Y0gxtTxN0FyDCYh5qYQj,2/26/17
107,Too Good,Drake,1699645,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,2/26/17
108,Too Many Years,Kodak Black,1679140,https://open.spotify.com/track/0BU7nIcCZxYSE0hYcc5oZz,2/26/17
109,Needed Me,Rihanna,1667666,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,2/26/17
110,Controlla,Drake,1660628,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa,2/26/17
111,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1656059,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc,2/26/17
112,Don't Let Me Down (feat. Daya),The Chainsmokers,1651392,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm,2/26/17
113,Gassed Up,Nebu Kiniza,1630041,https://open.spotify.com/track/6JjEVlMkfHWMeYavkEYzNO,2/26/17
114,Mercy,Shawn Mendes,1625795,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a,2/26/17
115,Running Back (feat. Lil Wayne),Wale,1620573,https://open.spotify.com/track/2h3i5tGUl6hMu572umjcGo,2/26/17
116,Come and See Me (feat. Drake),PARTYNEXTDOOR,1616406,https://open.spotify.com/track/1wZqJM5FGDEl3FjHDxDyQd,2/26/17
117,Money Longer,Lil Uzi Vert,1612593,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ,2/26/17
